"VelocidadViento","Humedad","Temperatura","DíaFestivo","DíaSemana","DíaNoLaborable","Estación","Clima","Fecha","Año","Mes","Hora","Total"
0.1642,0.58,0.4,0,4,1,4,2,"2012-11-01",1,11,13,250
0,0.73,0.64,0,3,1,2,1,"2012-05-23",1,5,11,201
0.1343,0.87,0.3,0,4,1,2,2,"2011-03-31",0,3,19,134
0.1343,0.78,0.66,0,2,1,3,2,"2011-06-28",0,6,0,31
0.0896,0.61,0.66,0,5,1,3,2,"2012-07-13",1,7,2,19
0.2537,0.79,0.7,0,3,1,3,2,"2012-09-05",1,9,7,500
0.1642,0.88,0.52,0,5,1,4,3,"2011-10-14",0,10,12,78
0.1642,0.71,0.42,0,3,1,4,1,"2011-10-26",0,10,7,301
0.3284,0.44,0.22,0,3,1,1,1,"2011-01-12",0,1,16,73
0.1343,0.33,0.54,0,4,1,1,1,"2012-02-23",1,2,15,220
0.1642,0.81,0.3,0,3,1,4,1,"2012-10-31",1,10,6,119
0,0.76,0.32,0,0,0,1,1,"2012-01-01",1,1,2,80
0.0896,0.74,0.66,0,2,1,3,1,"2011-07-05",0,7,2,18
0.1343,0.62,0.36,0,6,0,4,2,"2012-12-15",1,12,23,120
0,0.81,0.26,0,6,0,4,1,"2012-12-15",1,12,2,77
0,1,0.36,0,1,1,4,2,"2012-12-10",1,12,1,8
0.0896,0.69,0.62,0,3,1,2,1,"2011-04-20",0,4,10,137
0,1,0.26,0,5,1,1,2,"2012-02-17",1,2,8,528
0.0896,0.43,0.18,0,4,1,1,2,"2011-03-03",0,3,23,25
0.1045,0.69,0.62,0,6,0,3,1,"2011-07-02",0,7,6,35
0.1343,0.68,0.54,0,0,0,2,1,"2012-06-17",1,6,5,21
0.2239,0.84,0.7,0,0,0,3,2,"2011-08-07",0,8,2,69
0.1642,0.68,0.54,0,0,0,2,2,"2012-05-13",1,5,2,88
0.4478,0.33,0.46,0,4,1,2,1,"2012-04-05",1,4,2,25
0.0896,0.77,0.52,0,3,1,4,2,"2012-10-24",1,10,9,380
0,0.64,0.6,0,5,1,4,1,"2011-09-30",0,9,10,174
0.2985,0.4,0.56,0,5,1,2,2,"2011-04-29",0,4,15,255
0.1045,0.79,0.7,0,2,1,3,1,"2011-07-26",0,7,0,31
0.2239,0.72,0.5,0,2,1,2,2,"2011-04-19",0,4,20,172
0.194,0.7,0.3,0,5,1,1,2,"2011-03-04",0,3,20,94
0.2836,0.5,0.62,0,3,1,2,1,"2012-06-13",1,6,23,159
0.0896,0.6,0.22,0,4,1,1,1,"2011-02-24",0,2,1,11
0.2239,0.86,0.2,0,2,1,1,2,"2011-01-18",0,1,13,29
0.2985,0.52,0.3,0,0,0,1,2,"2012-03-04",1,3,6,8
0.1343,0.65,0.62,0,4,1,4,1,"2012-10-25",1,10,15,307
0.1045,0.66,0.36,0,3,1,1,2,"2011-12-21",0,12,1,12
0.1343,0.4,0.74,0,3,1,3,1,"2011-08-31",0,8,15,174
0.3284,0.81,0.32,0,2,1,4,3,"2012-11-13",1,11,9,112
0.1642,0.65,0.24,0,6,0,4,1,"2011-12-17",0,12,4,15
0.2836,0.88,0.5,0,3,1,1,1,"2011-12-21",0,12,21,127
0,0.44,0.48,0,6,0,4,1,"2011-11-26",0,11,13,329
0.1343,0.41,0.46,0,1,1,2,1,"2012-04-09",1,4,1,20
0.2985,0.53,0.86,0,4,1,3,1,"2012-07-26",1,7,13,245
0.2836,0.36,0.32,0,0,0,2,1,"2011-03-27",0,3,15,176
0.1343,0.48,0.76,0,5,1,3,2,"2012-08-24",1,8,15,354
0.2985,0.5,0.62,0,4,1,4,2,"2012-10-18",1,10,14,287
0,0.81,0.3,0,1,1,1,2,"2011-02-07",0,2,23,26
0.2537,0.38,0.42,0,6,0,4,1,"2012-11-17",1,11,13,531
0.1343,0.79,0.72,0,0,0,3,1,"2011-08-21",0,8,17,276
0.4627,0.41,0.64,0,1,1,2,1,"2012-06-04",1,6,10,190
0.194,0.35,0.24,0,5,1,1,1,"2011-02-11",0,2,13,111
0.2836,0.81,0.3,0,1,1,2,3,"2012-04-23",1,4,4,8
0.1642,0.66,0.74,0,2,1,3,1,"2011-06-21",0,6,13,212
0.1642,0.87,0.4,0,3,1,1,2,"2012-02-29",1,2,17,260
0.2836,0.55,0.74,0,3,1,3,1,"2012-08-15",1,8,17,851
0.1045,0.68,0.56,0,2,1,3,1,"2011-08-30",0,8,1,16
0.2239,0.35,0.42,0,6,0,1,1,"2011-03-19",0,3,20,109
0.1343,0.88,0.46,0,4,1,2,1,"2011-05-12",0,5,7,300
0.0896,0.65,0.66,0,3,1,3,1,"2011-08-17",0,8,7,314
0.194,0.45,0.7,0,5,1,3,1,"2011-07-01",0,7,21,220
0.2537,0.61,0.3,0,6,0,1,2,"2012-12-29",1,12,19,98
0.2537,0.72,0.46,0,0,0,3,1,"2011-09-18",0,9,8,73
0.1045,0.94,0.38,0,1,1,4,2,"2012-12-10",1,12,3,8
0.3582,0.32,0.2,0,2,1,1,1,"2011-02-15",0,2,8,229
0,0.78,0.6,0,2,1,2,1,"2012-05-01",1,5,23,101
0.1642,0.47,0.64,0,2,1,2,1,"2011-06-14",0,6,15,180
0,0.81,0.36,0,0,0,4,1,"2011-11-27",0,11,0,49
0.1045,0.61,0.62,0,6,0,2,1,"2012-06-09",1,6,8,248
0.194,0.83,0.56,0,1,1,2,3,"2011-06-20",0,6,8,222
0.1343,0.73,0.62,0,3,1,2,1,"2011-05-25",0,5,7,316
0.1045,0.5,0.62,0,3,1,2,1,"2011-06-15",0,6,22,180
0.2239,0.55,0.74,0,6,0,2,1,"2011-05-28",0,5,15,377
0.2537,0.46,0.8,0,2,1,3,1,"2011-07-26",0,7,20,292
0.1045,0.82,0.48,0,4,1,1,1,"2011-12-22",0,12,2,17
0.1343,0.39,0.66,0,0,0,3,1,"2012-09-16",1,9,14,639
0.2985,0.5,0.66,0,6,0,3,2,"2011-06-25",0,6,23,182
0.2537,0.65,0.64,0,4,1,3,1,"2011-07-14",0,7,23,128
0.1642,0.21,0.32,0,5,1,1,1,"2011-02-11",0,2,15,80
0.3881,0.51,0.2,0,3,1,1,1,"2011-01-12",0,1,11,39
0.1642,0.49,0.32,0,2,1,4,1,"2011-12-13",0,12,20,165
0.194,0.66,0.4,0,4,1,4,1,"2011-10-06",0,10,6,115
0.2239,0.93,0.28,0,4,1,2,2,"2011-03-24",0,3,6,47
0.194,0.42,0.72,0,4,1,3,1,"2012-09-13",1,9,17,888
0.2985,0.38,0.44,0,5,1,4,1,"2012-10-12",1,10,18,647
0.3284,0.41,0.26,0,4,1,1,1,"2012-01-19",1,1,16,197
0.194,0.28,0.88,0,6,0,3,1,"2011-07-30",0,7,18,302
0.194,0.74,0.72,1,1,0,3,1,"2012-09-03",1,9,19,379
0.2537,0.62,0.72,0,6,0,3,1,"2011-09-10",0,9,11,365
0.1045,0.51,0.46,0,3,1,2,3,"2012-04-18",1,4,12,115
0.1343,0.44,0.46,0,6,0,4,1,"2012-10-13",1,10,18,474
0.1343,0.49,0.3,0,3,1,2,2,"2011-03-30",0,3,6,52
0.1642,0.54,0.7,0,5,1,3,2,"2012-07-13",1,7,0,95
0.5522,0.41,0.24,0,0,0,1,1,"2011-02-20",0,2,2,17
0.1343,0.86,0.16,0,0,0,2,3,"2011-03-27",0,3,6,4
0.2537,0,0.34,0,4,1,1,3,"2011-03-10",0,3,2,1
0.3881,0.66,0.34,0,1,1,2,3,"2012-04-23",1,4,13,107
0.194,0.94,0.48,0,3,1,2,3,"2012-03-21",1,3,7,377
0.0896,0.87,0.26,0,3,1,4,1,"2012-11-21",1,11,7,279
0.2836,0.78,0.62,0,3,1,2,1,"2011-04-27",0,4,19,267
0.2836,0.67,0.48,0,3,1,2,1,"2011-06-15",0,6,5,24
0,0.29,0.9,0,6,0,3,1,"2011-07-30",0,7,14,312
0.1642,0.58,0.74,0,6,0,2,2,"2011-06-11",0,6,17,337
0.1343,0.55,0.74,0,1,1,3,1,"2011-06-27",0,6,17,608
0.2836,0.28,0.7,0,5,1,2,1,"2011-06-03",0,6,14,244
0.2985,0.38,0.46,0,4,1,2,1,"2012-03-29",1,3,20,338
0,0.63,0.5,0,4,1,1,1,"2012-03-15",1,3,3,10
0.2239,0.64,0.22,0,4,1,4,1,"2011-12-08",0,12,5,14
0.1642,0.83,0.56,0,5,1,2,1,"2012-06-15",1,6,3,9
0.1045,0.72,0.46,0,4,1,3,1,"2012-09-20",1,9,1,21
0.194,0.39,0.88,0,3,1,2,1,"2012-06-20",1,6,14,196
0.2537,0.25,0.34,0,1,1,1,1,"2012-02-13",1,2,18,406
0.2239,0.36,0.64,0,0,0,4,1,"2012-09-30",1,9,16,651
0.1642,0.33,0.46,0,4,1,2,1,"2012-04-05",1,4,14,290
0.1642,0.83,0.62,0,3,1,2,2,"2012-05-23",1,5,22,166
0.0896,0.57,0.64,0,4,1,3,1,"2011-07-14",0,7,22,180
0.4627,0.62,0.78,0,4,1,3,1,"2012-08-02",1,8,15,277
0.2836,0.44,0.86,0,6,0,3,2,"2012-09-01",1,9,15,568
0.2239,0.63,0.48,0,2,1,2,1,"2011-04-19",0,4,3,6
0.1642,0.37,0.2,0,5,1,1,2,"2012-01-20",1,1,16,176
0.1045,0.82,0.48,0,3,1,4,1,"2012-10-24",1,10,6,179
0,0.42,0.7,0,4,1,3,1,"2012-09-13",1,9,13,287
0,0.93,0.36,0,6,0,4,2,"2012-12-08",1,12,4,15
0.2985,0.38,0.42,0,2,1,1,1,"2012-01-10",1,1,12,143
0,0.94,0.46,1,1,0,4,1,"2011-10-10",0,10,5,29
0.1045,0.94,0.38,0,1,1,4,2,"2011-10-24",0,10,7,291
0.1045,0.87,0.3,0,1,1,4,1,"2011-12-05",0,12,4,13
0.1642,0.46,0.58,0,0,0,4,1,"2012-09-30",1,9,10,480
0.2239,0.54,0.4,0,3,1,4,1,"2012-12-19",1,12,11,202
0.2836,0.37,0.4,0,2,1,1,1,"2012-01-31",1,1,11,140
0.1045,0.83,0.66,0,5,1,3,1,"2012-09-07",1,9,8,720
0.194,0.69,0.62,0,1,1,3,2,"2012-09-17",1,9,12,298
0.194,0.53,0.32,0,5,1,2,1,"2011-04-01",0,4,20,82
0.2537,0.76,0.38,0,6,0,1,1,"2011-01-01",0,1,10,36
0.1343,0.73,0.6,0,5,1,3,1,"2011-07-15",0,7,5,27
0,0.83,0.52,1,1,0,4,1,"2011-10-10",0,10,8,258
0.2985,0.5,0.16,0,4,1,1,1,"2011-02-03",0,2,5,7
0.1642,0.56,0.24,0,6,0,4,1,"2011-11-19",0,11,2,50
0.3284,0.31,0.46,0,6,0,1,1,"2011-03-19",0,3,18,223
0.194,0.93,0.24,0,4,1,2,3,"2011-03-31",0,3,1,9
0.2239,0.84,0.7,0,6,0,3,2,"2011-08-27",0,8,3,31
0.2537,0.62,0.44,0,0,0,4,1,"2012-09-23",1,9,6,23
0.194,0.88,0.46,0,1,1,1,1,"2012-03-19",1,3,7,356
0.1045,0.94,0.52,0,0,0,2,1,"2011-05-22",0,5,2,75
0.194,0.62,0.4,0,5,1,4,1,"2011-10-21",0,10,8,408
0.1642,0.61,0.7,0,5,1,3,2,"2012-08-24",1,8,21,307
0.3881,0.62,0.44,0,3,1,2,1,"2011-04-13",0,4,18,328
0,0.66,0.38,0,2,1,4,1,"2011-12-20",0,12,19,229
0.0896,0.78,0.64,0,0,0,3,1,"2011-07-10",0,7,6,27
0.194,0.46,0.38,0,1,1,4,1,"2011-12-19",0,12,17,383
0,0.59,0.8,0,1,1,3,1,"2012-07-16",1,7,10,191
0.1642,0.87,0.34,0,2,1,1,1,"2011-12-27",0,12,19,95
0.2537,0.74,0.72,0,3,1,3,1,"2012-09-05",1,9,0,43
0.2836,0.26,0.68,0,5,1,2,1,"2011-06-03",0,6,19,394
0.2836,0.41,0.22,0,5,1,1,1,"2011-01-14",0,1,14,71
0.2239,0.93,0.32,0,5,1,2,3,"2011-04-22",0,4,18,54
0.2537,0.52,0.3,0,5,1,1,1,"2011-03-11",0,3,23,40
0.0896,0.74,0.12,0,6,0,1,1,"2011-02-12",0,2,5,8
0.194,0.62,0.76,0,5,1,2,1,"2012-05-25",1,5,18,526
0.1343,0.64,0.6,0,3,1,3,1,"2012-09-12",1,9,9,332
0.1642,0.76,0.34,0,4,1,2,2,"2011-04-07",0,4,7,163
0.2836,0.4,0.58,0,3,1,3,1,"2012-09-19",1,9,18,893
0.1045,0.65,0.7,0,2,1,3,1,"2011-07-05",0,7,1,43
0.1642,0.43,0.62,0,0,0,2,1,"2012-06-03",1,6,21,250
0.2239,0.51,0.18,0,2,1,1,1,"2012-03-06",1,3,5,28
0.2985,0.88,0.46,0,0,0,1,2,"2011-01-02",0,1,0,23
0.2836,0.83,0.66,0,0,0,2,2,"2011-05-29",0,5,11,322
0.1642,0.34,0.52,0,4,1,4,1,"2012-10-11",1,10,15,464
0.2985,1,0.44,0,3,1,1,2,"2011-12-21",0,12,18,288
0.2239,0.61,0.32,0,5,1,1,1,"2011-12-23",0,12,21,37
0.1642,0.54,0.44,0,6,0,2,2,"2011-04-30",0,4,1,79
0.194,0.63,0.82,0,5,1,3,3,"2012-06-29",1,6,22,169
0,0.65,0.24,0,1,1,4,1,"2012-11-26",1,11,7,369
0.2836,0.44,0.66,0,0,0,2,1,"2012-04-15",1,4,13,684
0.0896,0.44,0.86,0,4,1,3,1,"2012-07-19",1,7,14,202
0.0896,0.7,0.72,0,6,0,3,2,"2012-07-14",1,7,10,407
0.1045,0.74,0.66,0,6,0,4,1,"2011-09-24",0,9,17,428
0.2239,0.45,0.32,0,5,1,4,2,"2011-12-16",0,12,16,227
0,0.81,0.26,0,1,1,4,1,"2011-12-12",0,12,21,125
0.0896,0.82,0.4,0,2,1,4,1,"2012-10-23",1,10,6,161
0.2239,0.49,0.78,0,2,1,3,1,"2011-07-26",0,7,21,268
0.194,0.56,0.54,0,0,0,2,2,"2012-04-15",1,4,0,127
0.2537,0.62,0.74,0,0,0,3,1,"2011-07-10",0,7,21,228
0.2537,0.67,0.48,0,0,0,3,1,"2011-09-18",0,9,9,146
0.1642,0.7,0.72,0,4,1,2,1,"2011-05-26",0,5,9,218
0,0.87,0.32,0,3,1,4,1,"2011-11-02",0,11,0,23
0,0.64,0.22,0,2,1,1,1,"2012-02-21",1,2,7,280
0.1343,1,0.5,0,1,1,2,1,"2011-05-16",0,5,4,7
0.2985,0.56,0.28,0,3,1,4,2,"2012-11-07",1,11,10,181
0.2537,0.57,0.68,1,1,0,2,1,"2012-04-16",1,4,12,275
0.2985,0.5,0.62,0,3,1,2,1,"2011-05-11",0,5,18,277
0.2537,0.66,0.32,0,5,1,4,1,"2011-10-28",0,10,1,19
0.2985,0.5,0.86,0,5,1,3,2,"2012-08-03",1,8,12,341
0.2985,0.55,0.8,0,2,1,3,1,"2012-07-24",1,7,16,460
0.2836,0.63,0.5,0,1,1,4,2,"2011-11-14",0,11,10,115
0.2985,0.68,0.56,0,4,1,4,2,"2012-10-18",1,10,19,519
0.1045,0.71,0.34,0,2,1,2,1,"2012-04-10",1,4,6,108
0.4478,0.66,0.36,0,0,0,2,1,"2011-04-17",0,4,6,14
0.2836,0.61,0.28,0,4,1,2,1,"2011-03-24",0,3,20,121
0.1343,0.78,0.56,0,1,1,1,2,"2012-03-19",1,3,23,61
0.2239,0.93,0.26,0,3,1,2,2,"2011-03-30",0,3,19,76
0.194,0.7,0.3,0,2,1,2,1,"2012-04-24",1,4,4,5
0.1343,0.68,0.54,0,2,1,2,2,"2011-04-12",0,4,5,20
0.2985,0.64,0.56,0,2,1,4,1,"2011-11-15",0,11,4,7
0.2239,0.43,0.6,0,5,1,4,1,"2011-10-14",0,10,16,345
0.1642,0.5,0.4,0,3,1,1,1,"2012-02-01",1,2,4,9
0.1045,0.4,0.76,0,0,0,2,1,"2012-06-10",1,6,10,421
0.0896,0.62,0.74,0,2,1,3,1,"2012-07-03",1,7,8,648
0.1045,0.67,0.46,0,2,1,4,1,"2011-10-25",0,10,20,248
0.194,0.94,0.5,0,6,0,2,2,"2012-03-24",1,3,11,279
0.3881,0.52,0.3,0,3,1,4,1,"2012-11-14",1,11,9,336
0.1642,0.4,0.6,0,3,1,4,1,"2012-10-10",1,10,15,321
0.3582,0.59,0.2,0,5,1,2,1,"2011-03-25",0,3,7,105
0.2239,0.93,0.24,0,5,1,2,3,"2011-04-01",0,4,5,16
0.2985,0.43,0.76,0,6,0,3,1,"2011-06-25",0,6,16,411
0.0896,0.77,0.48,0,2,1,2,1,"2011-04-19",0,4,22,116
0.1343,0.81,0.26,0,6,0,4,2,"2012-12-01",1,12,3,22
0.2239,0.54,0.38,0,1,1,4,2,"2012-11-19",1,11,21,208
0.4179,0.67,0.48,0,6,0,2,1,"2012-03-31",1,3,17,547
0.194,0.73,0.64,0,2,1,2,1,"2012-05-15",1,5,12,265
0.3284,0.44,0.26,0,0,0,1,1,"2011-01-02",0,1,21,32
0.2836,0.61,0.34,0,6,0,4,1,"2011-11-12",0,11,10,234
0.2537,0.68,0.54,0,5,1,2,1,"2012-04-20",1,4,22,205
0.3582,0.51,0.5,0,3,1,4,1,"2012-10-10",1,10,21,275
0.1343,0.72,0.46,0,6,0,4,1,"2012-10-20",1,10,1,99
0.2239,0.74,0.7,0,1,1,2,1,"2011-05-23",0,5,19,362
0.1343,0.74,0.7,0,2,1,3,2,"2012-08-07",1,8,7,510
0.1642,0.43,0.4,0,5,1,1,1,"2012-03-02",1,3,12,236
0.194,0.83,0.68,0,3,1,3,1,"2011-07-13",0,7,22,186
0.194,0.38,0.24,0,3,1,1,1,"2011-01-05",0,1,17,193
0.2537,0.93,0.16,0,6,0,1,2,"2012-01-21",1,1,8,27
0.2985,0.52,0.28,0,3,1,4,2,"2012-11-07",1,11,4,13
0.1642,0.77,0.52,0,3,1,2,3,"2011-05-04",0,5,0,30
0.0896,0.88,0.62,0,1,1,3,1,"2012-08-27",1,8,1,10
0.1343,0.59,0.18,0,1,1,1,1,"2012-03-05",1,3,6,95
0,0.82,0.4,0,1,1,4,2,"2011-10-03",0,10,22,99
0.194,0.75,0.22,0,6,0,4,1,"2011-11-12",0,11,7,31
0.0896,0.4,0.2,0,5,1,1,1,"2011-01-07",0,1,18,124
0.1642,0.58,0.4,0,3,1,4,2,"2012-10-31",1,10,18,586
0.1045,0.94,0.6,0,4,1,3,1,"2011-09-22",0,9,0,42
0.0896,0.67,0.44,0,4,1,4,1,"2011-11-03",0,11,19,256
0.4925,0.15,0.6,0,1,1,1,1,"2011-02-14",0,2,14,94
0.2836,0.4,0.2,0,4,1,1,1,"2011-01-13",0,1,17,164
0.194,0.6,0.6,0,0,0,2,1,"2012-06-17",1,6,22,158
0,0.42,0.32,0,2,1,1,2,"2011-01-25",0,1,15,90
0,0.62,0.44,0,4,1,1,2,"2011-12-22",0,12,19,150
0.2239,0.94,0.48,0,3,1,2,2,"2012-03-21",1,3,6,153
0,0.73,0.56,0,5,1,4,1,"2012-10-05",1,10,0,107
0.194,0.74,0.66,0,6,0,2,3,"2012-05-05",1,5,15,542
0.2836,0.43,0.8,0,5,1,3,1,"2011-06-24",0,6,10,152
0.1343,0.6,0.24,0,4,1,4,2,"2012-12-06",1,12,21,193
0.1642,0.61,0.66,0,3,1,3,1,"2012-08-29",1,8,8,811
0.194,0.65,0.7,0,1,1,3,1,"2011-07-11",0,7,0,38
0.194,0.28,0.12,0,6,0,1,1,"2011-01-22",0,1,16,86
0.0896,0.3,0.68,0,2,1,3,1,"2012-09-11",1,9,14,262
0.3881,0.51,0.72,0,1,1,2,1,"2011-04-11",0,4,18,386
0.0896,0.47,0.4,0,5,1,1,2,"2011-12-30",0,12,14,249
0.2836,0.61,0.68,0,2,1,3,1,"2011-08-16",0,8,9,198
0,0.76,0.38,0,0,0,4,1,"2011-12-04",0,12,19,179
0.194,0.5,0.36,0,1,1,4,1,"2011-12-19",0,12,18,356
0.2985,0.45,0.92,0,4,1,3,1,"2011-07-21",0,7,17,420
0.1045,0.5,0.66,0,4,1,3,1,"2012-06-28",1,6,0,61
0.0896,0.48,0.74,0,2,1,2,1,"2012-05-01",1,5,17,681
0,0.29,0.48,1,4,0,4,1,"2012-11-22",1,11,15,234
0.1045,0.94,0.52,0,4,1,2,1,"2011-05-19",0,5,0,29
0.2537,0.29,0.5,0,5,1,1,1,"2012-01-06",1,1,18,421
0.1045,0.65,0.26,0,1,1,1,1,"2011-03-14",0,3,0,13
0,0.58,0.72,0,2,1,3,1,"2012-07-03",1,7,2,15
0.4179,0.56,0.26,0,0,0,1,2,"2012-12-30",1,12,1,31
0.4179,0.61,0.66,0,0,0,2,1,"2012-05-20",1,5,20,280
0.2537,0.54,0.44,0,2,1,2,2,"2011-03-22",0,3,19,167
0.0896,0.83,0.52,0,6,0,2,1,"2012-03-24",1,3,4,9
0.194,0.44,0.26,0,0,0,2,1,"2011-03-27",0,3,23,20
0.2239,0.83,0.66,0,1,1,3,1,"2011-07-18",0,7,2,18
0.3582,0.25,0.36,0,1,1,2,1,"2012-03-26",1,3,22,94
0.1343,0.94,0.64,0,3,1,3,3,"2011-07-13",0,7,15,52
0.2537,0.88,0.46,0,1,1,4,1,"2012-12-10",1,12,23,89
0.2239,0.79,0.68,0,6,0,2,1,"2012-05-26",1,5,10,438
0.1343,0.62,0.36,0,5,1,1,1,"2011-12-30",0,12,18,185
0.194,0.62,0.44,0,0,0,2,2,"2012-04-01",1,4,13,467
0.1045,0.69,0.64,0,2,1,3,1,"2011-08-16",0,8,0,36
0.2239,0.58,0.76,0,1,1,3,2,"2012-07-02",1,7,0,45
0,0.18,0.36,0,2,1,1,2,"2011-03-08",0,3,15,114
0.0896,0.65,0.24,0,2,1,4,1,"2012-11-06",1,11,2,7
0.0896,0.7,0.3,0,4,1,1,2,"2012-02-16",1,2,6,91
0.0896,0.82,0.46,0,0,0,2,2,"2011-05-01",0,5,18,163
0.5522,0.56,0.3,0,6,0,1,2,"2012-12-29",1,12,20,71
0.3881,0.62,0.36,0,3,1,4,1,"2011-11-23",0,11,20,73
0.1642,0.42,0.72,0,0,0,3,2,"2011-06-26",0,6,17,422
0.2537,1,0.3,0,6,0,2,3,"2011-04-09",0,4,4,4
0.6567,0.36,0.3,0,6,0,1,1,"2012-12-22",1,12,12,149
0.1642,0.75,0.22,0,1,1,1,3,"2012-01-09",1,1,14,56
0,0.3,0.44,0,1,1,4,1,"2012-11-26",1,11,16,352
0.2836,0.28,0.54,0,3,1,2,1,"2012-04-25",1,4,12,272
0.3881,0.88,0.52,0,5,1,2,2,"2011-05-13",0,5,13,228
0.1642,0.55,0.8,0,2,1,3,1,"2011-07-05",0,7,18,501
0.4478,0.52,0.8,0,5,1,3,1,"2012-08-10",1,8,15,327
0.2985,0.4,0.38,0,2,1,4,1,"2012-11-13",1,11,16,317
0.194,0.56,0.54,0,0,0,4,1,"2011-11-27",0,11,17,206
0.1343,1,0.56,0,3,1,3,2,"2011-09-07",0,9,5,16
0.5522,0.55,0.5,0,5,1,1,1,"2012-01-27",1,1,14,181
0.1045,0.51,0.44,0,6,0,4,1,"2012-10-20",1,10,22,207
0.3284,0.82,0.38,0,0,0,2,3,"2012-04-22",1,4,10,71
0.1045,0.88,0.58,0,6,0,3,3,"2012-09-08",1,9,19,216
0.194,0.83,0.52,0,4,1,4,2,"2012-10-25",1,10,9,343
0.2836,0.36,0.46,0,1,1,1,1,"2012-02-27",1,2,14,164
0.1343,0.74,0.72,0,1,1,3,1,"2011-07-11",0,7,22,94
0.3284,0.54,0.7,0,0,0,2,1,"2011-04-24",0,4,14,422
0.1642,0.61,0.3,0,5,1,4,2,"2012-11-16",1,11,7,367
0.2836,0.52,0.54,0,5,1,4,1,"2011-09-30",0,9,19,374
0.1343,0.55,0.74,0,3,1,2,1,"2011-05-25",0,5,12,211
0.194,0.43,0.6,0,5,1,1,1,"2011-02-18",0,2,13,178
0.194,0.64,0.54,0,1,1,4,2,"2011-10-24",0,10,14,211
0.2239,0.69,0.64,0,4,1,4,2,"2012-09-27",1,9,20,461
0.2537,0.65,0.66,0,3,1,2,1,"2012-05-16",1,5,20,460
0.194,0.6,0.56,0,1,1,2,1,"2012-04-30",1,4,16,350
0.3284,0.55,0.74,0,1,1,3,1,"2011-08-15",0,8,16,291
0.3582,0.58,0.42,0,3,1,2,1,"2011-05-04",0,5,19,300
0,0.81,0.24,0,5,1,4,1,"2011-12-09",0,12,8,387
0.1343,0.36,0.5,0,4,1,4,1,"2012-10-11",1,10,16,487
0.2985,0.64,0.58,0,3,1,4,1,"2012-09-26",1,9,0,43
0.3284,0.55,0.76,0,1,1,3,1,"2012-07-30",1,7,17,832
0.2239,0.94,0.44,0,6,0,2,3,"2011-04-16",0,4,20,56
0.2836,0.49,0.32,0,3,1,1,1,"2011-03-02",0,3,10,80
0.194,0.55,0.78,0,6,0,3,2,"2012-09-01",1,9,10,420
0,0.75,0.24,0,2,1,1,2,"2011-02-01",0,2,15,60
0.194,0.53,0.64,0,0,0,2,2,"2012-05-13",1,5,21,172
0.1045,0.79,0.7,0,0,0,3,1,"2012-07-22",1,7,21,353
0.194,0.56,0.56,0,5,1,4,2,"2012-09-28",1,9,23,192
0.3284,0.36,0.66,0,5,1,1,1,"2011-02-18",0,2,15,177
0.2537,0.87,0.4,0,5,1,1,2,"2012-03-16",1,3,4,8
0.1343,0.48,0.74,0,5,1,3,1,"2012-06-29",1,6,0,119
0.1343,0.33,0.32,0,6,0,1,1,"2012-03-10",1,3,20,122
0.2239,0.57,0.62,0,0,0,2,2,"2012-05-13",1,5,23,77
0,0.94,0.5,0,4,1,2,1,"2011-05-19",0,5,1,14
0.2836,0.5,0.16,0,2,1,1,1,"2012-01-03",1,1,9,157
0.3881,0.29,0.36,0,4,1,4,1,"2012-11-08",1,11,11,178
0.194,0.41,0.82,0,3,1,3,1,"2011-07-13",0,7,9,189
0,0.81,0.36,0,2,1,4,1,"2011-11-01",0,11,22,101
0.2985,0.89,0.66,0,4,1,3,3,"2011-09-08",0,9,15,141
0,0.72,0.52,0,5,1,3,1,"2012-09-21",1,9,1,53
0.4627,0.6,0.54,0,4,1,1,2,"2012-03-08",1,3,11,208
0.2239,0.61,0.66,0,5,1,2,2,"2012-03-23",1,3,12,474
0,0.62,0.4,0,6,0,4,2,"2012-12-01",1,12,15,491
0.0896,0.21,0.36,0,2,1,2,1,"2011-03-29",0,3,20,136
0.194,0.69,0.14,0,5,1,1,1,"2011-02-11",0,2,10,49
0.2836,0.43,0.8,0,2,1,2,2,"2011-06-07",0,6,14,150
0.1642,0.79,0.72,0,0,0,3,1,"2011-08-21",0,8,16,265
0.2239,0.55,0.48,0,2,1,4,1,"2011-10-25",0,10,9,226
0.2537,0.77,0.44,0,1,1,2,2,"2011-03-21",0,3,12,85
0.1045,0.53,0.64,0,6,0,2,1,"2012-06-09",1,6,0,210
0,0.56,0.26,0,4,1,1,1,"2011-01-20",0,1,2,7
0.1343,0.67,0.46,0,1,1,4,1,"2012-09-24",1,9,7,531
0.194,0.61,0.34,0,1,1,1,1,"2012-03-12",1,3,5,21
0.3881,0.38,0.94,0,4,1,3,1,"2012-07-26",1,7,16,377
0.4179,0.29,0.52,0,0,0,4,2,"2011-11-13",0,11,12,356
0.194,0.45,0.32,0,5,1,4,2,"2011-12-16",0,12,20,155
0.2985,0.55,0.46,0,1,1,2,2,"2011-04-04",0,4,8,340
0.1642,0.59,0.2,0,5,1,1,1,"2012-02-10",1,2,7,232
0.3582,0.32,0.4,0,2,1,1,1,"2012-02-28",1,2,3,6
0.2537,0.59,0.8,0,3,1,3,2,"2011-06-22",0,6,18,519
0.2537,0.53,0.08,0,0,0,1,1,"2012-02-12",1,2,8,28
